left_context,right_context
"And, by what I understand, you might have had lodgings there quite away from the sea--a quarter of a mile off--very comfortable. You should have consulted Perry."""," ""Ah! my dear, as Perry says, where health is at stake, nothing else should be considered; and if one is to travel, there is not much to chuse between forty miles and an hundred.--Better not move at all, better stay in London altogether than travel forty miles to get into a worse air."
"You should have consulted Perry."" ""But, my dear sir, the difference of the journey;--only consider how great it would have been.--An hundred miles, perhaps, instead of forty."""," Emma's attempts to stop her father had been vain; and when he had reached such a point as this, she could not wonder at her brother-in-law's breaking out. ""Mr. Perry,"" said he, in a voice of very strong displeasure, ""would do as well to keep his opinion till it is asked for."
"It seemed to him a very ill-judged measure."" Emma's attempts to stop her father had been vain; and when he had reached such a point as this, she could not wonder at her brother-in-law's breaking out.","He paused--and growing cooler in a moment, added, with only sarcastic dryness, ""If Mr. Perry can tell me how to convey a wife and five children a distance of an hundred and thirty miles with no greater expense or inconvenience than a distance of forty, I should be as willing to prefer Cromer to South End as he could himself."" ""True, true,"" cried Mr. Knightley, with most ready interposition--""very true."
"Perry.--I want his directions no more than his drugs."" He paused--and growing cooler in a moment, added, with only sarcastic dryness,"," ""True, true,"" cried Mr. Knightley, with most ready interposition--""very true. That's a consideration indeed.--But John, as to what I was telling you of my idea of moving the path to Langham, of turning it more to the right that it may not cut through the home meadows, I cannot conceive any difficulty."
"Perry.--I want his directions no more than his drugs."" He paused--and growing cooler in a moment, added, with only sarcastic dryness, ""If Mr. Perry can tell me how to convey a wife and five children a distance of an hundred and thirty miles with no greater expense or inconvenience than a distance of forty, I should be as willing to prefer Cromer to South End as he could himself."""," Mr. Woodhouse was rather agitated by such harsh reflections on his friend Perry, to whom he had, in fact, though unconsciously, been attributing many of his own feelings and expressions;--but the soothing attentions of his daughters gradually removed the present evil, and the immediate alertness of one brother, and better recollections of the other, prevented any renewal of it. CHAPTER XIII   There could hardly be a happier creature in the world than Mrs. John Knightley, in this short visit to Hartfield, going about every morning among her old acquaintance with her five children, and talking over what she had done every evening with her father and sister."
"Emma was just describing the nature of her friend's complaint;--""a throat very much inflamed, with a great deal of heat about her, a quick, low pulse, &c. and she was sorry to find from Mrs. Goddard that Harriet was liable to very bad sore-throats, and had often alarmed her with them."" Mr. Elton looked all alarm on the occasion, as he exclaimed,"," Emma, who was not really at all frightened herself, tranquillised this excess of apprehension by assurances of Mrs. Goddard's experience and care; but as there must still remain a degree of uneasiness which she could not wish to reason away, which she would rather feed and assist than not, she added soon afterwards--as if quite another subject,  ""It is so cold, so very cold--and looks and feels so very much like snow, that if it were to any other place or with any other party, I should really try not to go out to-day--and dissuade my father from venturing; but as he has made up his mind, and does not seem to feel the cold himself, I do not like to interfere, as I know it would be so great a disappointment to Mr. and Mrs. Weston. But, upon my word, Mr. Elton, in your case, I should certainly excuse myself."
"Why does not Perry see her?"" Emma, who was not really at all frightened herself, tranquillised this excess of apprehension by assurances of Mrs. Goddard's experience and care; but as there must still remain a degree of uneasiness which she could not wish to reason away, which she would rather feed and assist than not, she added soon afterwards--as if quite another subject,"," Mr. Elton looked as if he did not very well know what answer to make; which was exactly the case; for though very much gratified by the kind care of such a fair lady, and not liking to resist any advice of her's, he had not really the least inclination to give up the visit;--but Emma, too eager and busy in her own previous conceptions and views to hear him impartially, or see him with clear vision, was very well satisfied with his muttering acknowledgment of its being ""very cold, certainly very cold,"" and walked on, rejoicing in having extricated him from Randalls, and secured him the power of sending to inquire after Harriet every hour of the evening. ""You do quite right,"" said she;--""we will make your apologies to Mr. and Mrs."
"You appear to me a little hoarse already, and when you consider what demand of voice and what fatigues to-morrow will bring, I think it would be no more than common prudence to stay at home and take care of yourself to-night."" Mr. Elton looked as if he did not very well know what answer to make; which was exactly the case; for though very much gratified by the kind care of such a fair lady, and not liking to resist any advice of her's, he had not really the least inclination to give up the visit;--but Emma, too eager and busy in her own previous conceptions and views to hear him impartially, or see him with clear vision, was very well satisfied with his muttering acknowledgment of its being","and walked on, rejoicing in having extricated him from Randalls, and secured him the power of sending to inquire after Harriet every hour of the evening. ""You do quite right,"" said she;--""we will make your apologies to Mr. and Mrs."
"You appear to me a little hoarse already, and when you consider what demand of voice and what fatigues to-morrow will bring, I think it would be no more than common prudence to stay at home and take care of yourself to-night."" Mr. Elton looked as if he did not very well know what answer to make; which was exactly the case; for though very much gratified by the kind care of such a fair lady, and not liking to resist any advice of her's, he had not really the least inclination to give up the visit;--but Emma, too eager and busy in her own previous conceptions and views to hear him impartially, or see him with clear vision, was very well satisfied with his muttering acknowledgment of its being ""very cold, certainly very cold,"" and walked on, rejoicing in having extricated him from Randalls, and secured him the power of sending to inquire after Harriet every hour of the evening."," But hardly had she so spoken, when she found her brother was civilly offering a seat in his carriage, if the weather were Mr. Elton's only objection, and Mr. Elton actually accepting the offer with much prompt satisfaction. It was a done thing; Mr. Elton was to go, and never had his broad handsome face expressed more pleasure than at this moment; never had his smile been stronger, nor his eyes more exulting than when he next looked at her."
"But hardly had she so spoken, when she found her brother was civilly offering a seat in his carriage, if the weather were Mr. Elton's only objection, and Mr. Elton actually accepting the offer with much prompt satisfaction. It was a done thing; Mr. Elton was to go, and never had his broad handsome face expressed more pleasure than at this moment; never had his smile been stronger, nor his eyes more exulting than when he next looked at her."," Soon afterwards Mr. Elton quitted them, and she could not but do him the justice of feeling that there was a great deal of sentiment in his manner of naming Harriet at parting; in the tone of his voice while assuring her that he should call at Mrs. Goddard's for news of her fair friend, the last thing before he prepared for the happiness of meeting her again, when he hoped to be able to give a better report; and he sighed and smiled himself off in a way that left the balance of approbation much in his favour. After a few minutes of entire silence between them, John Knightley began with--  ""I never in my life saw a man more intent on being agreeable than Mr. Elton."
"Soon afterwards Mr. Elton quitted them, and she could not but do him the justice of feeling that there was a great deal of sentiment in his manner of naming Harriet at parting; in the tone of his voice while assuring her that he should call at Mrs. Goddard's for news of her fair friend, the last thing before he prepared for the happiness of meeting her again, when he hoped to be able to give a better report; and he sighed and smiled himself off in a way that left the balance of approbation much in his favour. After a few minutes of entire silence between them, John Knightley began with--"," ""Mr. Elton's manners are not perfect,"" replied Emma; ""but where there is a wish to please, one ought to overlook, and one does overlook a great deal. Where a man does his best with only moderate powers, he will have the advantage over negligent superiority."
"It is downright labour to him where ladies are concerned. With men he can be rational and unaffected, but when he has ladies to please, every feature works."""," ""Yes,"" said Mr. John Knightley presently, with some slyness, ""he seems to have a great deal of good-will towards you."" ""Me!"""
"Where a man does his best with only moderate powers, he will have the advantage over negligent superiority. There is such perfect good-temper and good-will in Mr. Elton as one cannot but value."""," ""Me!"" she replied with a smile of astonishment, ""are you imagining me to be Mr. Elton's object?"""
"There is such perfect good-temper and good-will in Mr. Elton as one cannot but value."" ""Yes,"" said Mr. John Knightley presently, with some slyness, ""he seems to have a great deal of good-will towards you."""," ""Such an imagination has crossed me, I own, Emma; and if it never occurred to you before, you may as well take it into consideration now."" ""Mr. Elton in love with me!--What an idea!"""
"""Me!"" she replied with a smile of astonishment, ""are you imagining me to be Mr. Elton's object?"""," ""Mr. Elton in love with me!--What an idea!"" ""I do not say it is so; but you will do well to consider whether it is so or not, and to regulate your behaviour accordingly."
"she replied with a smile of astonishment, ""are you imagining me to be Mr. Elton's object?"" ""Such an imagination has crossed me, I own, Emma; and if it never occurred to you before, you may as well take it into consideration now."""," ""I do not say it is so; but you will do well to consider whether it is so or not, and to regulate your behaviour accordingly. I think your manners to him encouraging."
"""Such an imagination has crossed me, I own, Emma; and if it never occurred to you before, you may as well take it into consideration now."" ""Mr. Elton in love with me!--What an idea!"""," ""I thank you; but I assure you you are quite mistaken. Mr. Elton and I are very good friends, and nothing more;"" and she walked on, amusing herself in the consideration of the blunders which often arise from a partial knowledge of circumstances, of the mistakes which people of high pretensions to judgment are for ever falling into; and not very well pleased with her brother for imagining her blind and ignorant, and in want of counsel."
"I speak as a friend, Emma. You had better look about you, and ascertain what you do, and what you mean to do.""","and she walked on, amusing herself in the consideration of the blunders which often arise from a partial knowledge of circumstances, of the mistakes which people of high pretensions to judgment are for ever falling into; and not very well pleased with her brother for imagining her blind and ignorant, and in want of counsel. He said no more."
"Emma soon saw that her companion was not in the happiest humour. The preparing and the going abroad in such weather, with the sacrifice of his children after dinner, were evils, were disagreeables at least, which Mr. John Knightley did not by any means like; he anticipated nothing in the visit that could be at all worth the purchase; and the whole of their drive to the vicarage was spent by him in expressing his discontent."," Emma did not find herself equal to give the pleased assent, which no doubt he was in the habit of receiving, to emulate the ""Very true, my love,"" which must have been usually administered by his travelling companion; but she had resolution enough to refrain from making any answer at all. She could not be complying, she dreaded being quarrelsome; her heroism reached only to silence."
"Mr. Elton was all obligation and cheerfulness; he was so very cheerful in his civilities indeed, that she began to think he must have received a different account of Harriet from what had reached her. She had sent while dressing, and the answer had been, ""Much the same--not better."""," His face lengthened immediately; and his voice was the voice of sentiment as he answered. ""Oh!"
"""_My_ report from Mrs. Goddard's,"" said she presently, ""was not so pleasant as I had hoped--'Not better' was _my_ answer."" His face lengthened immediately; and his voice was the voice of sentiment as he answered."," Emma smiled and answered--""My visit was of use to the nervous part of her complaint, I hope; but not even I can charm away a sore throat; it is a most severe cold indeed. Mr. Perry has been with her, as you probably heard."""
"Very much grieved and concerned--I had flattered myself that she must be better after such a cordial as I knew had been given her in the morning."" Emma smiled and answered--"," ""Yes--I imagined--that is--I did not--""  ""He has been used to her in these complaints, and I hope to-morrow morning will bring us both a more comfortable report. But it is impossible not to feel uneasiness."
"Emma smiled and answered--""My visit was of use to the nervous part of her complaint, I hope; but not even I can charm away a sore throat; it is a most severe cold indeed. Mr. Perry has been with her, as you probably heard."""," ""He has been used to her in these complaints, and I hope to-morrow morning will bring us both a more comfortable report. But it is impossible not to feel uneasiness."
"Mr. Perry has been with her, as you probably heard."" ""Yes--I imagined--that is--I did not--"""," ""Dreadful!--Exactly so, indeed.--She will be missed every moment."" This was very proper; the sigh which accompanied it was really estimable; but it should have lasted longer."
"But it is impossible not to feel uneasiness. Such a sad loss to our party to-day!"""," This was very proper; the sigh which accompanied it was really estimable; but it should have lasted longer. Emma was rather in dismay when only half a minute afterwards he began to speak of other things, and in a voice of the greatest alacrity and enjoyment."
"This was very proper; the sigh which accompanied it was really estimable; but it should have lasted longer. Emma was rather in dismay when only half a minute afterwards he began to speak of other things, and in a voice of the greatest alacrity and enjoyment."," ""Yes,"" said John Knightley, ""and I think we shall have a good deal of it."" ""Christmas weather,"" observed Mr. Elton."
"It is a very cold afternoon--but in this carriage we know nothing of the matter.--Ha! snows a little I see."""," ""Christmas weather,"" observed Mr. Elton. ""Quite seasonable; and extremely fortunate we may think ourselves that it did not begin yesterday, and prevent this day's party, which it might very possibly have done, for Mr. Woodhouse would hardly have ventured had there been much snow on the ground; but now it is of no consequence."
"snows a little I see."" ""Yes,"" said John Knightley, ""and I think we shall have a good deal of it."""," Mr. John Knightley looked as if he did not comprehend the pleasure, but said only, coolly,  ""I cannot wish to be snowed up a week at Randalls."" At another time Emma might have been amused, but she was too much astonished now at Mr. Elton's spirits for other feelings."
"I went for only one night, and could not get away till that very day se'nnight."" Mr. John Knightley looked as if he did not comprehend the pleasure, but said only, coolly,"," At another time Emma might have been amused, but she was too much astonished now at Mr. Elton's spirits for other feelings. Harriet seemed quite forgotten in the expectation of a pleasant party."
"At another time Emma might have been amused, but she was too much astonished now at Mr. Elton's spirits for other feelings. Harriet seemed quite forgotten in the expectation of a pleasant party."," ""I know nothing of the large parties of London, sir--I never dine with any body."" ""Indeed!"
"Mr. Weston's dining-room does not accommodate more than ten comfortably; and for my part, I would rather, under such circumstances, fall short by two than exceed by two. I think you will agree with me, (turning with a soft air to Emma,) I think I shall certainly have your approbation, though Mr. Knightley perhaps, from being used to the large parties of London, may not quite enter into our feelings."""," ""Indeed! (in a tone of wonder and pity,) I had no idea that the law had been so great a slavery."
"I think you will agree with me, (turning with a soft air to Emma,) I think I shall certainly have your approbation, though Mr. Knightley perhaps, from being used to the large parties of London, may not quite enter into our feelings."" ""I know nothing of the large parties of London, sir--I never dine with any body.""","in a tone of wonder and pity,) I had no idea that the law had been so great a slavery. Well, sir, the time must come when you will be paid for all this, when you will have little labour and great enjoyment."""
"""Indeed! (in a tone of wonder and pity,)"," ""My first enjoyment,"" replied John Knightley, as they passed through the sweep-gate, ""will be to find myself safe at Hartfield again."" CHAPTER XIV   Some change of countenance was necessary for each gentleman as they walked into Mrs. Weston's drawing-room;--Mr. Elton must compose his joyous looks, and Mr. John Knightley disperse his ill-humour."
"(in a tone of wonder and pity,) I had no idea that the law had been so great a slavery. Well, sir, the time must come when you will be paid for all this, when you will have little labour and great enjoyment.""","   CHAPTER XIV   Some change of countenance was necessary for each gentleman as they walked into Mrs. Weston's drawing-room;--Mr. Elton must compose his joyous looks, and Mr. John Knightley disperse his ill-humour. Mr. Elton must smile less, and Mr. John Knightley more, to fit them for the place.--Emma only might be as nature prompted, and shew herself just as happy as she was."
"The difficulty was great of driving his strange insensibility towards Harriet, from her mind, while he not only sat at her elbow, but was continually obtruding his happy countenance on her notice, and solicitously addressing her upon every occasion. Instead of forgetting him, his behaviour was such that she could not avoid the internal suggestion of","-Yet he would be so anxious for her being perfectly warm, would be so interested about her father, and so delighted with Mrs. Weston; and at last would begin admiring her drawings with so much zeal and so little knowledge as seemed terribly like a would-be lover, and made it some effort with her to preserve her good manners. For her own sake she could not be rude; and for Harriet's, in the hope that all would yet turn out right, she was even positively civil; but it was an effort; especially as something was going on amongst the others, in the most overpowering period of Mr. Elton's nonsense, which she particularly wished to listen to."
"For her own sake she could not be rude; and for Harriet's, in the hope that all would yet turn out right, she was even positively civil; but it was an effort; especially as something was going on amongst the others, in the most overpowering period of Mr. Elton's nonsense, which she particularly wished to listen to. She heard enough to know that Mr. Weston was giving some information about his son; she heard the words","repeated several times over; and, from a few other half-syllables very much suspected that he was announcing an early visit from his son; but before she could quiet Mr. Elton, the subject was so completely past that any reviving question from her would have been awkward. Now, it so happened that in spite of Emma's resolution of never marrying, there was something in the name, in the idea of Mr. Frank Churchill, which always interested her."
"With such sensations, Mr. Elton's civilities were dreadfully ill-timed; but she had the comfort of appearing very polite, while feeling very cross--and of thinking that the rest of the visit could not possibly pass without bringing forward the same information again, or the substance of it, from the open-hearted Mr. Weston.--So it proved;--for when happily released from Mr. Elton, and seated by Mr. Weston, at dinner, he made use of the very first interval in the cares of hospitality, the very first leisure from the saddle of mutton, to say to her,"," Emma spoke with a very proper degree of pleasure; and fully assented to his proposition of Mr. Frank Churchill and Miss Smith making their party quite complete. ""He has been wanting to come to us,"" continued Mr. Weston, ""ever since September: every letter has been full of it; but he cannot command his own time."
"I had a letter from him this morning, and he will be with us within a fortnight."" Emma spoke with a very proper degree of pleasure; and fully assented to his proposition of Mr. Frank Churchill and Miss Smith making their party quite complete."," ""What a very great pleasure it will be to you! and Mrs. Weston is so anxious to be acquainted with him, that she must be almost as happy as yourself."""
"He has those to please who must be pleased, and who (between ourselves) are sometimes to be pleased only by a good many sacrifices. But now I have no doubt of seeing him here about the second week in January."""," ""Yes, she would be, but that she thinks there will be another put-off. She does not depend upon his coming so much as I do: but she does not know the parties so well as I do."
"""What a very great pleasure it will be to you! and Mrs. Weston is so anxious to be acquainted with him, that she must be almost as happy as yourself.""","nodding towards the upper end of the table) has so few vagaries herself, and has been so little used to them at Hartfield, that she cannot calculate on their effects, as I have been long in the practice of doing."" ""I am sorry there should be any thing like doubt in the case,"" replied Emma; ""but am disposed to side with you, Mr. Weston."
"I have not the smallest doubt of the issue. I am as confident of seeing Frank here before the middle of January, as I am of being here myself: but your good friend there (nodding towards the upper end of the table)"," ""I am sorry there should be any thing like doubt in the case,"" replied Emma; ""but am disposed to side with you, Mr. Weston. If you think he will come, I shall think so too; for you know Enscombe."""
"I have not the smallest doubt of the issue. I am as confident of seeing Frank here before the middle of January, as I am of being here myself: but your good friend there (nodding towards the upper end of the table) has so few vagaries herself, and has been so little used to them at Hartfield, that she cannot calculate on their effects, as I have been long in the practice of doing."""," ""Yes--I have some right to that knowledge; though I have never been at the place in my life.--She is an odd woman!--But I never allow myself to speak ill of her, on Frank's account; for I do believe her to be very fond of him. I used to think she was not capable of being fond of any body, except herself: but she has always been kind to him (in her way--allowing for little whims and caprices, and expecting every thing to be as she likes)."
"""I am sorry there should be any thing like doubt in the case,"" replied Emma; ""but am disposed to side with you, Mr. Weston. If you think he will come, I shall think so too; for you know Enscombe."""," Emma liked the subject so well, that she began upon it, to Mrs. Weston, very soon after their moving into the drawing-room: wishing her joy--yet observing, that she knew the first meeting must be rather alarming.-- Mrs. Weston agreed to it; but added, that she should be very glad to be secure of undergoing the anxiety of a first meeting at the time talked of: ""for I cannot depend upon his coming. I cannot be so sanguine as Mr. Weston."
"And it is no small credit, in my opinion, to him, that he should excite such an affection; for, though I would not say it to any body else, she has no more heart than a stone to people in general; and the devil of a temper."" Emma liked the subject so well, that she began upon it, to Mrs. Weston, very soon after their moving into the drawing-room: wishing her joy--yet observing, that she knew the first meeting must be rather alarming.-- Mrs. Weston agreed to it; but added, that she should be very glad to be secure of undergoing the anxiety of a first meeting at the time talked of:"," ""Yes--it seems to depend upon nothing but the ill-humour of Mrs. Churchill, which I imagine to be the most certain thing in the world."" ""My Emma!"""
"I am very much afraid that it will all end in nothing. Mr. Weston, I dare say, has been telling you exactly how the matter stands?"""," ""My Emma!"" replied Mrs. Weston, smiling, ""what is the certainty of caprice?"""
"Mr. Weston, I dare say, has been telling you exactly how the matter stands?"" ""Yes--it seems to depend upon nothing but the ill-humour of Mrs. Churchill, which I imagine to be the most certain thing in the world.""","Then turning to Isabella, who had not been attending before--""You must know, my dear Mrs. Knightley, that we are by no means so sure of seeing Mr. Frank Churchill, in my opinion, as his father thinks. It depends entirely upon his aunt's spirits and pleasure; in short, upon her temper."
"replied Mrs. Weston, smiling, ""what is the certainty of caprice?"" Then turning to Isabella, who had not been attending before--"," ""Oh, Mrs. Churchill; every body knows Mrs. Churchill,"" replied Isabella: ""and I am sure I never think of that poor young man without the greatest compassion. To be constantly living with an ill-tempered person, must be dreadful."
"To you--to my two daughters--I may venture on the truth. Mrs. Churchill rules at Enscombe, and is a very odd-tempered woman; and his coming now, depends upon her being willing to spare him."""," Emma wished she had been alone with Mrs. Weston. She should then have heard more: Mrs. Weston would speak to her, with a degree of unreserve which she would not hazard with Isabella; and, she really believed, would scarcely try to conceal any thing relative to the Churchills from her, excepting those views on the young man, of which her own imagination had already given her such instinctive knowledge."
"Neither wine nor conversation was any thing to him; and gladly did he move to those with whom he was always comfortable. While he talked to Isabella, however, Emma found an opportunity of saying,"," ""Yes; and every delay makes one more apprehensive of other delays. Even if this family, the Braithwaites, are put off, I am still afraid that some excuse may be found for disappointing us."
"I am sorry for it. The introduction must be unpleasant, whenever it takes place; and the sooner it could be over, the better."""," ""He ought to come,"" said Emma. ""If he could stay only a couple of days, he ought to come; and one can hardly conceive a young man's not having it in his power to do as much as that."
"They are jealous even of his regard for his father. In short, I can feel no dependence on his coming, and I wish Mr. Weston were less sanguine."""," ""One ought to be at Enscombe, and know the ways of the family, before one decides upon what he can do,"" replied Mrs. Weston. ""One ought to use the same caution, perhaps, in judging of the conduct of any one individual of any one family; but Enscombe, I believe, certainly must not be judged by general rules: _she_ is so very unreasonable; and every thing gives way to her."""
"""If he could stay only a couple of days, he ought to come; and one can hardly conceive a young man's not having it in his power to do as much as that. A young _woman_, if she fall into bad hands, may be teased, and kept at a distance from those she wants to be with; but one cannot comprehend a young _man_'s being under such restraint, as not to be able to spend a week with his father, if he likes it."""," ""But she is so fond of the nephew: he is so very great a favourite. Now, according to my idea of Mrs. Churchill, it would be most natural, that while she makes no sacrifice for the comfort of the husband, to whom she owes every thing, while she exercises incessant caprice towards _him_, she should frequently be governed by the nephew, to whom she owes nothing at all."""
"""One ought to be at Enscombe, and know the ways of the family, before one decides upon what he can do,"" replied Mrs. Weston. ""One ought to use the same caution, perhaps, in judging of the conduct of any one individual of any one family; but Enscombe, I believe, certainly must not be judged by general rules: _she_ is so very unreasonable; and every thing gives way to her."""," ""My dearest Emma, do not pretend, with your sweet temper, to understand a bad one, or to lay down rules for it: you must let it go its own way. I have no doubt of his having, at times, considerable influence; but it may be perfectly impossible for him to know beforehand _when_ it will be."""
"""But she is so fond of the nephew: he is so very great a favourite. Now, according to my idea of Mrs. Churchill, it would be most natural, that while she makes no sacrifice for the comfort of the husband, to whom she owes every thing, while she exercises incessant caprice towards _him_, she should frequently be governed by the nephew, to whom she owes nothing at all."""," Emma listened, and then coolly said, ""I shall not be satisfied, unless he comes."" ""He may have a great deal of influence on some points,"" continued Mrs. Weston, ""and on others, very little: and among those, on which she is beyond his reach, it is but too likely, may be this very circumstance of his coming away from them to visit us."""
"I have no doubt of his having, at times, considerable influence; but it may be perfectly impossible for him to know beforehand _when_ it will be."" Emma listened, and then coolly said,"," ""He may have a great deal of influence on some points,"" continued Mrs. Weston, ""and on others, very little: and among those, on which she is beyond his reach, it is but too likely, may be this very circumstance of his coming away from them to visit us."" CHAPTER XV   Mr. Woodhouse was soon ready for his tea; and when he had drank his tea he was quite ready to go home; and it was as much as his three companions could do, to entertain away his notice of the lateness of the hour, before the other gentlemen appeared."
"I have no doubt of his having, at times, considerable influence; but it may be perfectly impossible for him to know beforehand _when_ it will be."" Emma listened, and then coolly said, ""I shall not be satisfied, unless he comes.""","   CHAPTER XV   Mr. Woodhouse was soon ready for his tea; and when he had drank his tea he was quite ready to go home; and it was as much as his three companions could do, to entertain away his notice of the lateness of the hour, before the other gentlemen appeared. Mr. Weston was chatty and convivial, and no friend to early separations of any sort; but at last the drawing-room party did receive an augmentation."
"He turned to Mrs. Weston to implore her assistance, ""Would not she give him her support?--would not she add her persuasions to his, to induce Miss Woodhouse not to go to Mrs. Goddard's till it were certain that Miss Smith's disorder had no infection? He could not be satisfied without a promise--would not she give him her influence in procuring it?"""," Emma saw Mrs. Weston's surprize, and felt that it must be great, at an address which, in words and manner, was assuming to himself the right of first interest in her; and as for herself, she was too much provoked and offended to have the power of directly saying any thing to the purpose. She could only give him a look; but it was such a look as she thought must restore him to his senses, and then left the sofa, removing to a seat by her sister, and giving her all her attention."
"She could only give him a look; but it was such a look as she thought must restore him to his senses, and then left the sofa, removing to a seat by her sister, and giving her all her attention. She had not time to know how Mr. Elton took the reproof, so rapidly did another subject succeed; for Mr. John Knightley now came into the room from examining the weather, and opened on them all with the information of the ground being covered with snow, and of its still snowing fast, with a strong drifting wind; concluding with these words to Mr. Woodhouse:"," Poor Mr. Woodhouse was silent from consternation; but every body else had something to say; every body was either surprized or not surprized, and had some question to ask, or some comfort to offer. Mrs. Weston and Emma tried earnestly to cheer him and turn his attention from his son-in-law, who was pursuing his triumph rather unfeelingly."
"Poor Mr. Woodhouse was silent from consternation; but every body else had something to say; every body was either surprized or not surprized, and had some question to ask, or some comfort to offer. Mrs. Weston and Emma tried earnestly to cheer him and turn his attention from his son-in-law, who was pursuing his triumph rather unfeelingly."," Mr. Weston, with triumph of a different sort, was confessing that he had known it to be snowing some time, but had not said a word, lest it should make Mr. Woodhouse uncomfortable, and be an excuse for his hurrying away. As to there being any quantity of snow fallen or likely to fall to impede their return, that was a mere joke; he was afraid they would find no difficulty."
"As to there being any quantity of snow fallen or likely to fall to impede their return, that was a mere joke; he was afraid they would find no difficulty. He wished the road might be impassable, that he might be able to keep them all at Randalls; and with the utmost good-will was sure that accommodation might be found for every body, calling on his wife to agree with him, that with a little contrivance, every body might be lodged, which she hardly knew how to do, from the consciousness of there being but two spare rooms in the house.","was Mr. Woodhouse's first exclamation, and all that he could say for some time. To her he looked for comfort; and her assurances of safety, her representation of the excellence of the horses, and of James, and of their having so many friends about them, revived him a little."
"His eldest daughter's alarm was equal to his own. The horror of being blocked up at Randalls, while her children were at Hartfield, was full in her imagination; and fancying the road to be now just passable for adventurous people, but in a state that admitted no delay, she was eager to have it settled, that her father and Emma should remain at Randalls, while she and her husband set forward instantly through all the possible accumulations of drifted snow that might impede them."," ""Indeed!"" replied he."
"I should not mind walking half the way. I could change my shoes, you know, the moment I got home; and it is not the sort of thing that gives me cold.""", Isabella turned to Mrs. Weston for her approbation of the plan. Mrs. Weston could only approve.
"To Isabella, the relief of such tidings was very great, and they were scarcely less acceptable to Emma on her father's account, who was immediately set as much at ease on the subject as his nervous constitution allowed; but the alarm that had been raised could not be appeased so as to admit of any comfort for him while he continued at Randalls. He was satisfied of there being no present danger in returning home, but no assurances could convince him that it was safe to stay; and while the others were variously urging and recommending, Mr. Knightley and Emma settled it in a few brief sentences: thus--"," ""I am ready, if the others are."" ""Shall I ring the bell?"""
"To Isabella, the relief of such tidings was very great, and they were scarcely less acceptable to Emma on her father's account, who was immediately set as much at ease on the subject as his nervous constitution allowed; but the alarm that had been raised could not be appeased so as to admit of any comfort for him while he continued at Randalls. He was satisfied of there being no present danger in returning home, but no assurances could convince him that it was safe to stay; and while the others were variously urging and recommending, Mr. Knightley and Emma settled it in a few brief sentences: thus--  ""Your father will not be easy; why do not you go?"""," ""Shall I ring the bell?"" ""Yes, do."""
"He was satisfied of there being no present danger in returning home, but no assurances could convince him that it was safe to stay; and while the others were variously urging and recommending, Mr. Knightley and Emma settled it in a few brief sentences: thus--  ""Your father will not be easy; why do not you go?"" ""I am ready, if the others are."""," ""Yes, do."" And the bell was rung, and the carriages spoken for."
"""I am ready, if the others are."" ""Shall I ring the bell?"""," And the bell was rung, and the carriages spoken for. A few minutes more, and Emma hoped to see one troublesome companion deposited in his own house, to get sober and cool, and the other recover his temper and happiness when this visit of hardship were over."
"She felt that half this folly must be drunkenness, and therefore could hope that it might belong only to the passing hour. Accordingly, with a mixture of the serious and the playful, which she hoped would best suit his half and half state, she replied,"," ""Miss Smith!--message to Miss Smith!--What could she possibly mean!"" --And he repeated her words with such assurance of accent, such boastful pretence of amazement, that she could not help replying with quickness,  ""Mr. Elton, this is the most extraordinary conduct!"
"This to _me_! you forget yourself--you take me for my friend--any message to Miss Smith I shall be happy to deliver; but no more of this to _me_, if you please.""","-And he repeated her words with such assurance of accent, such boastful pretence of amazement, that she could not help replying with quickness,  ""Mr. Elton, this is the most extraordinary conduct! and I can account for it only in one way; you are not yourself, or you could not speak either to me, or of Harriet, in such a manner."
"""Miss Smith!--message to Miss Smith!--What could she possibly mean!"" --And he repeated her words with such assurance of accent, such boastful pretence of amazement, that she could not help replying with quickness,"," But Mr. Elton had only drunk wine enough to elevate his spirits, not at all to confuse his intellects. He perfectly knew his own meaning; and having warmly protested against her suspicion as most injurious, and slightly touched upon his respect for Miss Smith as her friend,--but acknowledging his wonder that Miss Smith should be mentioned at all,--he resumed the subject of his own passion, and was very urgent for a favourable answer."
"He perfectly knew his own meaning; and having warmly protested against her suspicion as most injurious, and slightly touched upon his respect for Miss Smith as her friend,--but acknowledging his wonder that Miss Smith should be mentioned at all,--he resumed the subject of his own passion, and was very urgent for a favourable answer. As she thought less of his inebriety, she thought more of his inconstancy and presumption; and with fewer struggles for politeness, replied,"," ""Good Heaven!"" cried Mr. Elton, ""what can be the meaning of this?--Miss Smith!--I never thought of Miss Smith in the whole course of my existence--never paid her any attentions, but as your friend: never cared whether she were dead or alive, but as your friend."
"After such behaviour, as I have witnessed during the last month, to Miss Smith--such attentions as I have been in the daily habit of observing--to be addressing me in this manner--this is an unsteadiness of character, indeed, which I had not supposed possible! Believe me, sir, I am far, very far, from gratified in being the object of such professions."""," It would be impossible to say what Emma felt, on hearing this--which of all her unpleasant sensations was uppermost. She was too completely overpowered to be immediately able to reply: and two moments of silence being ample encouragement for Mr. Elton's sanguine state of mind, he tried to take her hand again, as he joyously exclaimed--  ""Charming Miss Woodhouse!"
