prompt_text,inferred_speaker
"CONTEXT:
'When she was discontented she fancied herself nervous. The business of her life was to get her daughters married; its solace was visiting and news. CHAPTER II. Mr. Bennet was among the earliest of those who waited on Mr. Bingley. He had always intended to visit him, though to the last always assuring his wife that he should not go; and till the evening after the visit was paid, she had no knowledge of it. It was then disclosed in the following manner. Observing his second daughter employed in trimming a hat, he suddenly addressed her with,  ""I hope Mr. Bingley will like it Lizzy."" ""We are not in a way to know _what_ Mr. Bingley likes,"" said her mother resentfully, ""since we are not to visit."" ""But you forget, mama,"" said Elizabeth, ""that we shall meet him at the assemblies, and that Mrs. Long has promised to introduce him.""  ""I do not believe Mrs. Long will do any such thing. She has two nieces of her own. She is a selfish, hypocritical woman, and I have no opinion of her."" ""No more have I,"" said Mr. Bennet; ""and I am glad to find that you do not depend on her serving you."" Mrs. Bennet deigned not to make any reply; but unable to contain herself, began scolding one of her daughters. ""Don't keep coughing so, Kitty, for heaven's sake! Have a little compassion on my nerves. You tear them to pieces.""'

GIVEN CONTEXT, OUTPUT THE NAME OF THE CHARACTER WHO SAID:
'""But you forget, mama,"" said Elizabeth, ""that we shall meet him at the assemblies, and that Mrs. Long has promised to introduce him.""'

Only give me the speaker’s name and nothing else. Please do NOT include the quote in the response.","

Elizabeth"
"CONTEXT:
'The business of her life was to get her daughters married; its solace was visiting and news. CHAPTER II. Mr. Bennet was among the earliest of those who waited on Mr. Bingley. He had always intended to visit him, though to the last always assuring his wife that he should not go; and till the evening after the visit was paid, she had no knowledge of it. It was then disclosed in the following manner. Observing his second daughter employed in trimming a hat, he suddenly addressed her with,  ""I hope Mr. Bingley will like it Lizzy."" ""We are not in a way to know _what_ Mr. Bingley likes,"" said her mother resentfully, ""since we are not to visit."" ""But you forget, mama,"" said Elizabeth, ""that we shall meet him at the assemblies, and that Mrs. Long has promised to introduce him."" ""I do not believe Mrs. Long will do any such thing. She has two nieces of her own. She is a selfish, hypocritical woman, and I have no opinion of her.""  ""No more have I,"" said Mr. Bennet; ""and I am glad to find that you do not depend on her serving you."" Mrs. Bennet deigned not to make any reply; but unable to contain herself, began scolding one of her daughters. ""Don't keep coughing so, Kitty, for heaven's sake! Have a little compassion on my nerves. You tear them to pieces."" ""Kitty has no discretion in her coughs,"" said her father; ""she times them ill.""  ""I do not cough for my own amusement,"" replied Kitty fretfully. ""When is your next ball to be, Lizzy?"" ""To-morrow fortnight.""'

GIVEN CONTEXT, OUTPUT THE NAME OF THE CHARACTER WHO SAID:
'""I do not believe Mrs. Long will do any such thing. She has two nieces of her own. She is a selfish, hypocritical woman, and I have no opinion of her.""'

Only give me the speaker’s name and nothing else. Please do NOT include the quote in the response.","

Mrs. Bennet"
"CONTEXT:
'He had always intended to visit him, though to the last always assuring his wife that he should not go; and till the evening after the visit was paid, she had no knowledge of it. It was then disclosed in the following manner. Observing his second daughter employed in trimming a hat, he suddenly addressed her with,  ""I hope Mr. Bingley will like it Lizzy."" ""We are not in a way to know _what_ Mr. Bingley likes,"" said her mother resentfully, ""since we are not to visit."" ""But you forget, mama,"" said Elizabeth, ""that we shall meet him at the assemblies, and that Mrs. Long has promised to introduce him."" ""I do not believe Mrs. Long will do any such thing. She has two nieces of her own. She is a selfish, hypocritical woman, and I have no opinion of her."" ""No more have I,"" said Mr. Bennet; ""and I am glad to find that you do not depend on her serving you.""  Mrs. Bennet deigned not to make any reply; but unable to contain herself, began scolding one of her daughters. ""Don't keep coughing so, Kitty, for heaven's sake! Have a little compassion on my nerves. You tear them to pieces."" ""Kitty has no discretion in her coughs,"" said her father; ""she times them ill.""  ""I do not cough for my own amusement,"" replied Kitty fretfully. ""When is your next ball to be, Lizzy?"" ""To-morrow fortnight."" ""Aye, so it is,"" cried her mother, ""and Mrs. Long does not come back till the day before; so, it will be impossible for her to introduce him, for she will not know him herself.""'

GIVEN CONTEXT, OUTPUT THE NAME OF THE CHARACTER WHO SAID:
'""No more have I,"" said Mr. Bennet; ""and I am glad to find that you do not depend on her serving you.""'

Only give me the speaker’s name and nothing else. Please do NOT include the quote in the response.","

Mr. Bennet"
"CONTEXT:
'Observing his second daughter employed in trimming a hat, he suddenly addressed her with,  ""I hope Mr. Bingley will like it Lizzy."" ""We are not in a way to know _what_ Mr. Bingley likes,"" said her mother resentfully, ""since we are not to visit."" ""But you forget, mama,"" said Elizabeth, ""that we shall meet him at the assemblies, and that Mrs. Long has promised to introduce him."" ""I do not believe Mrs. Long will do any such thing. She has two nieces of her own. She is a selfish, hypocritical woman, and I have no opinion of her."" ""No more have I,"" said Mr. Bennet; ""and I am glad to find that you do not depend on her serving you."" Mrs. Bennet deigned not to make any reply; but unable to contain herself, began scolding one of her daughters. ""Don't keep coughing so, Kitty, for heaven's sake! Have a little compassion on my nerves. You tear them to pieces.""  ""Kitty has no discretion in her coughs,"" said her father; ""she times them ill.""  ""I do not cough for my own amusement,"" replied Kitty fretfully. ""When is your next ball to be, Lizzy?"" ""To-morrow fortnight."" ""Aye, so it is,"" cried her mother, ""and Mrs. Long does not come back till the day before; so, it will be impossible for her to introduce him, for she will not know him herself."" ""Then, my dear, you may have the advantage of your friend, and introduce Mr. Bingley to _her_."" ""Impossible, Mr. Bennet, impossible, when I am not acquainted with him myself; how can you be so teazing?"" ""I honour your circumspection. A fortnight's acquaintance is certainly very little.'

GIVEN CONTEXT, OUTPUT THE NAME OF THE CHARACTER WHO SAID:
'""Don't keep coughing so, Kitty, for heaven's sake! Have a little compassion on my nerves. You tear them to pieces.""'

Only give me the speaker’s name and nothing else. Please do NOT include the quote in the response.","

Mrs. Bennet"
"CONTEXT:
'""I do not believe Mrs. Long will do any such thing. She has two nieces of her own. She is a selfish, hypocritical woman, and I have no opinion of her."" ""No more have I,"" said Mr. Bennet; ""and I am glad to find that you do not depend on her serving you."" Mrs. Bennet deigned not to make any reply; but unable to contain herself, began scolding one of her daughters. ""Don't keep coughing so, Kitty, for heaven's sake! Have a little compassion on my nerves. You tear them to pieces."" ""Kitty has no discretion in her coughs,"" said her father; ""she times them ill.""  ""I do not cough for my own amusement,"" replied Kitty fretfully. ""When is your next ball to be, Lizzy?"" ""To-morrow fortnight."" ""Aye, so it is,"" cried her mother, ""and Mrs. Long does not come back till the day before; so, it will be impossible for her to introduce him, for she will not know him herself."" ""Then, my dear, you may have the advantage of your friend, and introduce Mr. Bingley to _her_."" ""Impossible, Mr. Bennet, impossible, when I am not acquainted with him myself; how can you be so teazing?"" ""I honour your circumspection. A fortnight's acquaintance is certainly very little.'

GIVEN CONTEXT, OUTPUT THE NAME OF THE CHARACTER WHO SAID:
'""Kitty has no discretion in her coughs,"" said her father; ""she times them ill.""'

Only give me the speaker’s name and nothing else. Please do NOT include the quote in the response.","

Mr. Bennet"
"CONTEXT:
'She has two nieces of her own. She is a selfish, hypocritical woman, and I have no opinion of her."" ""No more have I,"" said Mr. Bennet; ""and I am glad to find that you do not depend on her serving you."" Mrs. Bennet deigned not to make any reply; but unable to contain herself, began scolding one of her daughters. ""Don't keep coughing so, Kitty, for heaven's sake! Have a little compassion on my nerves. You tear them to pieces."" ""Kitty has no discretion in her coughs,"" said her father; ""she times them ill."" ""I do not cough for my own amusement,"" replied Kitty fretfully. ""When is your next ball to be, Lizzy?"" ""To-morrow fortnight."" ""Aye, so it is,"" cried her mother, ""and Mrs. Long does not come back till the day before; so, it will be impossible for her to introduce him, for she will not know him herself."" ""Then, my dear, you may have the advantage of your friend, and introduce Mr. Bingley to _her_."" ""Impossible, Mr. Bennet, impossible, when I am not acquainted with him myself; how can you be so teazing?"" ""I honour your circumspection. A fortnight's acquaintance is certainly very little.'

GIVEN CONTEXT, OUTPUT THE NAME OF THE CHARACTER WHO SAID:
'""I do not cough for my own amusement,""'

Only give me the speaker’s name and nothing else. Please do NOT include the quote in the response.","

Kitty."
"CONTEXT:
'She is a selfish, hypocritical woman, and I have no opinion of her."" ""No more have I,"" said Mr. Bennet; ""and I am glad to find that you do not depend on her serving you."" Mrs. Bennet deigned not to make any reply; but unable to contain herself, began scolding one of her daughters. ""Don't keep coughing so, Kitty, for heaven's sake! Have a little compassion on my nerves. You tear them to pieces."" ""Kitty has no discretion in her coughs,"" said her father; ""she times them ill.""  ""I do not cough for my own amusement,"" replied Kitty fretfully. ""When is your next ball to be, Lizzy?"" ""To-morrow fortnight.""  ""Aye, so it is,"" cried her mother, ""and Mrs. Long does not come back till the day before; so, it will be impossible for her to introduce him, for she will not know him herself."" ""Then, my dear, you may have the advantage of your friend, and introduce Mr. Bingley to _her_."" ""Impossible, Mr. Bennet, impossible, when I am not acquainted with him myself; how can you be so teazing?"" ""I honour your circumspection. A fortnight's acquaintance is certainly very little. One cannot know what a man really is by the end of a fortnight. But if _we_ do not venture, somebody else will; and after all, Mrs. Long and her nieces must stand their chance; and therefore, as she will think it an act of kindness, if you decline the office, I will take it on myself."" The girls stared at their father.'

GIVEN CONTEXT, OUTPUT THE NAME OF THE CHARACTER WHO SAID:
'""To-morrow fortnight.""'

Only give me the speaker’s name and nothing else. Please do NOT include the quote in the response.","

Lizzy"
"CONTEXT:
'""No more have I,"" said Mr. Bennet; ""and I am glad to find that you do not depend on her serving you."" Mrs. Bennet deigned not to make any reply; but unable to contain herself, began scolding one of her daughters. ""Don't keep coughing so, Kitty, for heaven's sake! Have a little compassion on my nerves. You tear them to pieces."" ""Kitty has no discretion in her coughs,"" said her father; ""she times them ill.""  ""I do not cough for my own amusement,"" replied Kitty fretfully. ""When is your next ball to be, Lizzy?"" ""To-morrow fortnight."" ""Aye, so it is,"" cried her mother, ""and Mrs. Long does not come back till the day before; so, it will be impossible for her to introduce him, for she will not know him herself.""  ""Then, my dear, you may have the advantage of your friend, and introduce Mr. Bingley to _her_."" ""Impossible, Mr. Bennet, impossible, when I am not acquainted with him myself; how can you be so teazing?"" ""I honour your circumspection. A fortnight's acquaintance is certainly very little. One cannot know what a man really is by the end of a fortnight. But if _we_ do not venture, somebody else will; and after all, Mrs. Long and her nieces must stand their chance; and therefore, as she will think it an act of kindness, if you decline the office, I will take it on myself."" The girls stared at their father. Mrs. Bennet said only, ""Nonsense, nonsense!""'

GIVEN CONTEXT, OUTPUT THE NAME OF THE CHARACTER WHO SAID:
'""Aye, so it is,"" cried her mother, ""and Mrs. Long does not come back till the day before; so, it will be impossible for her to introduce him, for she will not know him herself.""'

Only give me the speaker’s name and nothing else. Please do NOT include the quote in the response.","

Mrs. Bennet"
"CONTEXT:
'Mrs. Bennet deigned not to make any reply; but unable to contain herself, began scolding one of her daughters. ""Don't keep coughing so, Kitty, for heaven's sake! Have a little compassion on my nerves. You tear them to pieces."" ""Kitty has no discretion in her coughs,"" said her father; ""she times them ill.""  ""I do not cough for my own amusement,"" replied Kitty fretfully. ""When is your next ball to be, Lizzy?"" ""To-morrow fortnight."" ""Aye, so it is,"" cried her mother, ""and Mrs. Long does not come back till the day before; so, it will be impossible for her to introduce him, for she will not know him herself."" ""Then, my dear, you may have the advantage of your friend, and introduce Mr. Bingley to _her_.""  ""Impossible, Mr. Bennet, impossible, when I am not acquainted with him myself; how can you be so teazing?"" ""I honour your circumspection. A fortnight's acquaintance is certainly very little. One cannot know what a man really is by the end of a fortnight. But if _we_ do not venture, somebody else will; and after all, Mrs. Long and her nieces must stand their chance; and therefore, as she will think it an act of kindness, if you decline the office, I will take it on myself."" The girls stared at their father. Mrs. Bennet said only, ""Nonsense, nonsense!"" ""What can be the meaning of that emphatic exclamation?""'

GIVEN CONTEXT, OUTPUT THE NAME OF THE CHARACTER WHO SAID:
'""Then, my dear, you may have the advantage of your friend, and introduce Mr. Bingley to _her_.""'

Only give me the speaker’s name and nothing else. Please do NOT include the quote in the response.","

Mr. Bennet"
"CONTEXT:
'""Don't keep coughing so, Kitty, for heaven's sake! Have a little compassion on my nerves. You tear them to pieces."" ""Kitty has no discretion in her coughs,"" said her father; ""she times them ill.""  ""I do not cough for my own amusement,"" replied Kitty fretfully. ""When is your next ball to be, Lizzy?"" ""To-morrow fortnight."" ""Aye, so it is,"" cried her mother, ""and Mrs. Long does not come back till the day before; so, it will be impossible for her to introduce him, for she will not know him herself."" ""Then, my dear, you may have the advantage of your friend, and introduce Mr. Bingley to _her_."" ""Impossible, Mr. Bennet, impossible, when I am not acquainted with him myself; how can you be so teazing?""  ""I honour your circumspection. A fortnight's acquaintance is certainly very little. One cannot know what a man really is by the end of a fortnight. But if _we_ do not venture, somebody else will; and after all, Mrs. Long and her nieces must stand their chance; and therefore, as she will think it an act of kindness, if you decline the office, I will take it on myself."" The girls stared at their father. Mrs. Bennet said only, ""Nonsense, nonsense!"" ""What can be the meaning of that emphatic exclamation?"" cried he.'

GIVEN CONTEXT, OUTPUT THE NAME OF THE CHARACTER WHO SAID:
'""Impossible, Mr. Bennet, impossible, when I am not acquainted with him myself; how can you be so teazing?""'

Only give me the speaker’s name and nothing else. Please do NOT include the quote in the response.","

Mrs. Bennet"
"CONTEXT:
'Have a little compassion on my nerves. You tear them to pieces."" ""Kitty has no discretion in her coughs,"" said her father; ""she times them ill.""  ""I do not cough for my own amusement,"" replied Kitty fretfully. ""When is your next ball to be, Lizzy?"" ""To-morrow fortnight."" ""Aye, so it is,"" cried her mother, ""and Mrs. Long does not come back till the day before; so, it will be impossible for her to introduce him, for she will not know him herself."" ""Then, my dear, you may have the advantage of your friend, and introduce Mr. Bingley to _her_."" ""Impossible, Mr. Bennet, impossible, when I am not acquainted with him myself; how can you be so teazing?"" ""I honour your circumspection. A fortnight's acquaintance is certainly very little. One cannot know what a man really is by the end of a fortnight. But if _we_ do not venture, somebody else will; and after all, Mrs. Long and her nieces must stand their chance; and therefore, as she will think it an act of kindness, if you decline the office, I will take it on myself.""  The girls stared at their father. Mrs. Bennet said only, ""Nonsense, nonsense!"" ""What can be the meaning of that emphatic exclamation?"" cried he. ""Do you consider the forms of introduction, and the stress that is laid on them, as nonsense? I cannot quite agree with you _there_. What say you, Mary? for you are a young lady of deep reflection I know, and read great books, and make extracts.""'

GIVEN CONTEXT, OUTPUT THE NAME OF THE CHARACTER WHO SAID:
'""I honour your circumspection. A fortnight's acquaintance is certainly very little. One cannot know what a man really is by the end of a fortnight. But if _we_ do not venture, somebody else will; and after all, Mrs. Long and her nieces must stand their chance; and therefore, as she will think it an act of kindness, if you decline the office, I will take it on myself.""'

Only give me the speaker’s name and nothing else. Please do NOT include the quote in the response.","

Mr. Bennet"
"CONTEXT:
'""Then, my dear, you may have the advantage of your friend, and introduce Mr. Bingley to _her_."" ""Impossible, Mr. Bennet, impossible, when I am not acquainted with him myself; how can you be so teazing?"" ""I honour your circumspection. A fortnight's acquaintance is certainly very little. One cannot know what a man really is by the end of a fortnight. But if _we_ do not venture, somebody else will; and after all, Mrs. Long and her nieces must stand their chance; and therefore, as she will think it an act of kindness, if you decline the office, I will take it on myself."" The girls stared at their father. Mrs. Bennet said only, ""Nonsense, nonsense!""  ""What can be the meaning of that emphatic exclamation?"" cried he. ""Do you consider the forms of introduction, and the stress that is laid on them, as nonsense? I cannot quite agree with you _there_. What say you, Mary? for you are a young lady of deep reflection I know, and read great books, and make extracts."" Mary wished to say something very sensible, but knew not how. ""While Mary is adjusting her ideas,"" he continued, ""let us return to Mr.'

GIVEN CONTEXT, OUTPUT THE NAME OF THE CHARACTER WHO SAID:
'""Nonsense, nonsense!""'

Only give me the speaker’s name and nothing else. Please do NOT include the quote in the response.","

Mrs. Bennet"
"CONTEXT:
'""Then, my dear, you may have the advantage of your friend, and introduce Mr. Bingley to _her_."" ""Impossible, Mr. Bennet, impossible, when I am not acquainted with him myself; how can you be so teazing?"" ""I honour your circumspection. A fortnight's acquaintance is certainly very little. One cannot know what a man really is by the end of a fortnight. But if _we_ do not venture, somebody else will; and after all, Mrs. Long and her nieces must stand their chance; and therefore, as she will think it an act of kindness, if you decline the office, I will take it on myself."" The girls stared at their father. Mrs. Bennet said only, ""Nonsense, nonsense!"" ""What can be the meaning of that emphatic exclamation?"" cried he. ""Do you consider the forms of introduction, and the stress that is laid on them, as nonsense? I cannot quite agree with you _there_. What say you, Mary? for you are a young lady of deep reflection I know, and read great books, and make extracts.""  Mary wished to say something very sensible, but knew not how. ""While Mary is adjusting her ideas,"" he continued, ""let us return to Mr. Bingley."" ""I am sick of Mr. Bingley,"" cried his wife. ""I am sorry to hear _that_; but why did not you tell me so before? If I had known as much this morning, I certainly would not have called on him. It is very unlucky; but as I have actually paid the visit, we cannot escape the acquaintance now."" The astonishment of the ladies was just what he wished; that of Mrs. Bennet perhaps surpassing the rest; though when the first tumult of joy was over, she began to declare that it was what she had expected all the while.'

GIVEN CONTEXT, OUTPUT THE NAME OF THE CHARACTER WHO SAID:
'""What can be the meaning of that emphatic exclamation?"" cried he. ""Do you consider the forms of introduction, and the stress that is laid on them, as nonsense? I cannot quite agree with you _there_. What say you, Mary? for you are a young lady of deep reflection I know, and read great books, and make extracts.""'

Only give me the speaker’s name and nothing else. Please do NOT include the quote in the response.","

Mr. Bennet"
"CONTEXT:
'Mrs. Bennet said only, ""Nonsense, nonsense!"" ""What can be the meaning of that emphatic exclamation?"" cried he. ""Do you consider the forms of introduction, and the stress that is laid on them, as nonsense? I cannot quite agree with you _there_. What say you, Mary? for you are a young lady of deep reflection I know, and read great books, and make extracts."" Mary wished to say something very sensible, but knew not how. ""While Mary is adjusting her ideas,"" he continued, ""let us return to Mr. Bingley.""  ""I am sick of Mr. Bingley,"" cried his wife. ""I am sorry to hear _that_; but why did not you tell me so before? If I had known as much this morning, I certainly would not have called on him. It is very unlucky; but as I have actually paid the visit, we cannot escape the acquaintance now."" The astonishment of the ladies was just what he wished; that of Mrs. Bennet perhaps surpassing the rest; though when the first tumult of joy was over, she began to declare that it was what she had expected all the while. ""How good it was in you, my dear Mr. Bennet! But I knew I should persuade you at last. I was sure you loved your girls too well to neglect such an acquaintance.'

GIVEN CONTEXT, OUTPUT THE NAME OF THE CHARACTER WHO SAID:
'""While Mary is adjusting her ideas,"" he continued, ""let us return to Mr. Bingley.""'

Only give me the speaker’s name and nothing else. Please do NOT include the quote in the response.","

Mr. Darcy"
"CONTEXT:
'cried he. ""Do you consider the forms of introduction, and the stress that is laid on them, as nonsense? I cannot quite agree with you _there_. What say you, Mary? for you are a young lady of deep reflection I know, and read great books, and make extracts."" Mary wished to say something very sensible, but knew not how. ""While Mary is adjusting her ideas,"" he continued, ""let us return to Mr. Bingley."" ""I am sick of Mr. Bingley,"" cried his wife. ""I am sorry to hear _that_; but why did not you tell me so before? If I had known as much this morning, I certainly would not have called on him. It is very unlucky; but as I have actually paid the visit, we cannot escape the acquaintance now."" The astonishment of the ladies was just what he wished; that of Mrs. Bennet perhaps surpassing the rest; though when the first tumult of joy was over, she began to declare that it was what she had expected all the while. ""How good it was in you, my dear Mr. Bennet! But I knew I should persuade you at last. I was sure you loved your girls too well to neglect such an acquaintance.'

GIVEN CONTEXT, OUTPUT THE NAME OF THE CHARACTER WHO SAID:
'""I am sick of Mr. Bingley,""'

Only give me the speaker’s name and nothing else. Please do NOT include the quote in the response.","

Mrs. Bennet"
"CONTEXT:
'""Do you consider the forms of introduction, and the stress that is laid on them, as nonsense? I cannot quite agree with you _there_. What say you, Mary? for you are a young lady of deep reflection I know, and read great books, and make extracts."" Mary wished to say something very sensible, but knew not how. ""While Mary is adjusting her ideas,"" he continued, ""let us return to Mr. Bingley."" ""I am sick of Mr. Bingley,"" cried his wife. ""I am sorry to hear _that_; but why did not you tell me so before? If I had known as much this morning, I certainly would not have called on him. It is very unlucky; but as I have actually paid the visit, we cannot escape the acquaintance now.""  The astonishment of the ladies was just what he wished; that of Mrs. Bennet perhaps surpassing the rest; though when the first tumult of joy was over, she began to declare that it was what she had expected all the while. ""How good it was in you, my dear Mr. Bennet! But I knew I should persuade you at last. I was sure you loved your girls too well to neglect such an acquaintance. Well, how pleased I am! and it is such a good joke, too, that you should have gone this morning, and never said a word about it till now."" ""Now, Kitty, you may cough as much as you chuse,"" said Mr. Bennet; and, as he spoke, he left the room, fatigued with the raptures of his wife. ""What an excellent father you have, girls,"" said she, when the door was shut.'

GIVEN CONTEXT, OUTPUT THE NAME OF THE CHARACTER WHO SAID:
'""I am sorry to hear _that_; but why did not you tell me so before? If I had known as much this morning, I certainly would not have called on him. It is very unlucky; but as I have actually paid the visit, we cannot escape the acquaintance now.""'

Only give me the speaker’s name and nothing else. Please do NOT include the quote in the response.","

Mrs. Bennet"
"CONTEXT:
'Mary wished to say something very sensible, but knew not how. ""While Mary is adjusting her ideas,"" he continued, ""let us return to Mr. Bingley."" ""I am sick of Mr. Bingley,"" cried his wife. ""I am sorry to hear _that_; but why did not you tell me so before? If I had known as much this morning, I certainly would not have called on him. It is very unlucky; but as I have actually paid the visit, we cannot escape the acquaintance now."" The astonishment of the ladies was just what he wished; that of Mrs. Bennet perhaps surpassing the rest; though when the first tumult of joy was over, she began to declare that it was what she had expected all the while. ""How good it was in you, my dear Mr. Bennet! But I knew I should persuade you at last. I was sure you loved your girls too well to neglect such an acquaintance. Well, how pleased I am! and it is such a good joke, too, that you should have gone this morning, and never said a word about it till now.""  ""Now, Kitty, you may cough as much as you chuse,"" said Mr. Bennet; and, as he spoke, he left the room, fatigued with the raptures of his wife. ""What an excellent father you have, girls,"" said she, when the door was shut. ""I do not know how you will ever make him amends for his kindness; or me either, for that matter. At our time of life, it is not so pleasant I can tell you, to be making new acquaintance every day; but for your sakes, we would do any thing. Lydia, my love, though you _are_ the youngest, I dare say Mr. Bingley will dance with you at the next ball."" ""Oh!"" said Lydia stoutly, ""I am not afraid; for though I _am_ the youngest, I'm the tallest."" The rest of the evening was spent in conjecturing how soon he would return Mr. Bennet's visit, and determining when they should ask him to dinner.'

GIVEN CONTEXT, OUTPUT THE NAME OF THE CHARACTER WHO SAID:
'""How good it was in you, my dear Mr. Bennet! But I knew I should persuade you at last. I was sure you loved your girls too well to neglect such an acquaintance. Well, how pleased I am! and it is such a good joke, too, that you should have gone this morning, and never said a word about it till now.""'

Only give me the speaker’s name and nothing else. Please do NOT include the quote in the response.","

Mrs. Bennet"
"CONTEXT:
'If I had known as much this morning, I certainly would not have called on him. It is very unlucky; but as I have actually paid the visit, we cannot escape the acquaintance now."" The astonishment of the ladies was just what he wished; that of Mrs. Bennet perhaps surpassing the rest; though when the first tumult of joy was over, she began to declare that it was what she had expected all the while. ""How good it was in you, my dear Mr. Bennet! But I knew I should persuade you at last. I was sure you loved your girls too well to neglect such an acquaintance. Well, how pleased I am! and it is such a good joke, too, that you should have gone this morning, and never said a word about it till now."" ""Now, Kitty, you may cough as much as you chuse,"" said Mr. Bennet; and, as he spoke, he left the room, fatigued with the raptures of his wife. ""What an excellent father you have, girls,"" said she, when the door was shut. ""I do not know how you will ever make him amends for his kindness; or me either, for that matter. At our time of life, it is not so pleasant I can tell you, to be making new acquaintance every day; but for your sakes, we would do any thing. Lydia, my love, though you _are_ the youngest, I dare say Mr. Bingley will dance with you at the next ball."" ""Oh!"" said Lydia stoutly, ""I am not afraid; for though I _am_ the youngest, I'm the tallest."" The rest of the evening was spent in conjecturing how soon he would return Mr. Bennet's visit, and determining when they should ask him to dinner.'

GIVEN CONTEXT, OUTPUT THE NAME OF THE CHARACTER WHO SAID:
'""Now, Kitty, you may cough as much as you chuse,""'

Only give me the speaker’s name and nothing else. Please do NOT include the quote in the response.","

Mrs. Bennet"
"CONTEXT:
'It is very unlucky; but as I have actually paid the visit, we cannot escape the acquaintance now."" The astonishment of the ladies was just what he wished; that of Mrs. Bennet perhaps surpassing the rest; though when the first tumult of joy was over, she began to declare that it was what she had expected all the while. ""How good it was in you, my dear Mr. Bennet! But I knew I should persuade you at last. I was sure you loved your girls too well to neglect such an acquaintance. Well, how pleased I am! and it is such a good joke, too, that you should have gone this morning, and never said a word about it till now."" ""Now, Kitty, you may cough as much as you chuse,"" said Mr. Bennet; and, as he spoke, he left the room, fatigued with the raptures of his wife. ""What an excellent father you have, girls,"" said she, when the door was shut. ""I do not know how you will ever make him amends for his kindness; or me either, for that matter. At our time of life, it is not so pleasant I can tell you, to be making new acquaintance every day; but for your sakes, we would do any thing. Lydia, my love, though you _are_ the youngest, I dare say Mr. Bingley will dance with you at the next ball.""  ""Oh!"" said Lydia stoutly, ""I am not afraid; for though I _am_ the youngest, I'm the tallest."" The rest of the evening was spent in conjecturing how soon he would return Mr. Bennet's visit, and determining when they should ask him to dinner. CHAPTER III. Not all that Mrs. Bennet, however, with the assistance of her five daughters, could ask on the subject was sufficient to draw from her husband any satisfactory description of Mr. Bingley. They attacked him in various ways; with barefaced questions, ingenious suppositions, and distant surmises; but he eluded the skill of them all; and they were at last obliged to accept the second-hand intelligence of their neighbour Lady Lucas. Her report was highly favourable. Sir William had been delighted with him.'

GIVEN CONTEXT, OUTPUT THE NAME OF THE CHARACTER WHO SAID:
'""What an excellent father you have, girls,"" said she, when the door was shut. ""I do not know how you will ever make him amends for his kindness; or me either, for that matter. At our time of life, it is not so pleasant I can tell you, to be making new acquaintance every day; but for your sakes, we would do any thing. Lydia, my love, though you _are_ the youngest, I dare say Mr. Bingley will dance with you at the next ball.""'

Only give me the speaker’s name and nothing else. Please do NOT include the quote in the response.","

Mrs. Bennet"
"CONTEXT:
'I was sure you loved your girls too well to neglect such an acquaintance. Well, how pleased I am! and it is such a good joke, too, that you should have gone this morning, and never said a word about it till now."" ""Now, Kitty, you may cough as much as you chuse,"" said Mr. Bennet; and, as he spoke, he left the room, fatigued with the raptures of his wife. ""What an excellent father you have, girls,"" said she, when the door was shut. ""I do not know how you will ever make him amends for his kindness; or me either, for that matter. At our time of life, it is not so pleasant I can tell you, to be making new acquaintance every day; but for your sakes, we would do any thing. Lydia, my love, though you _are_ the youngest, I dare say Mr. Bingley will dance with you at the next ball."" ""Oh!"" said Lydia stoutly, ""I am not afraid; for though I _am_ the youngest, I'm the tallest.""  The rest of the evening was spent in conjecturing how soon he would return Mr. Bennet's visit, and determining when they should ask him to dinner. CHAPTER III. Not all that Mrs. Bennet, however, with the assistance of her five daughters, could ask on the subject was sufficient to draw from her husband any satisfactory description of Mr. Bingley. They attacked him in various ways; with barefaced questions, ingenious suppositions, and distant surmises; but he eluded the skill of them all; and they were at last obliged to accept the second-hand intelligence of their neighbour Lady Lucas. Her report was highly favourable. Sir William had been delighted with him. He was quite young, wonderfully handsome, extremely agreeable, and to crown the whole, he meant to be at the next assembly with a large party. Nothing could be more delightful!'

GIVEN CONTEXT, OUTPUT THE NAME OF THE CHARACTER WHO SAID:
'""Oh!"" said Lydia stoutly, ""I am not afraid; for though I _am_ the youngest, I'm the tallest.""'

Only give me the speaker’s name and nothing else. Please do NOT include the quote in the response.","

Lydia"
